real_salary,predicted_salary,residuals,season,position,team
1312611,5071818.28138724,-3759207.2813872397,2018,Shooting Guard,Washington Wizards
1312611,5008629.64913553,-3696018.64913553,2018,Small Forward,San Antonio Spurs
1312611,5198195.545890659,-3885584.545890659,2018,Point Guard,Oklahoma City Thunder
1312611,5198195.545890659,-3885584.545890659,2018,Point Guard,San Antonio Spurs
1312611,5071818.28138724,-3759207.2813872397,2018,Shooting Guard,San Antonio Spurs
1312611,5261384.178142339,-3948773.178142339,2018,Guard,Phoenix Suns
1312611,5198195.545890659,-3885584.545890659,2018,Point Guard,Dallas Mavericks
1312611,5387761.442645758,-4075150.4426457584,2018,Center,Houston Rockets
1312611,5135006.913638949,-3822395.9136389494,2018,Power Forward,New Orleans Pelicans
1312611,5071818.28138724,-3759207.2813872397,2018,Shooting Guard,Orlando Magic
1312611,5008629.64913553,-3696018.64913553,2018,Small Forward,Portland Trail Blazers
1312611,5387761.442645758,-4075150.4426457584,2018,Center,Miami Heat
1312611,5387761.442645758,-4075150.4426457584,2018,Center,Los Angeles Lakers
1312611,5387761.442645758,-4075150.4426457584,2018,Center,Los Angeles Lakers
1312611,5008629.64913553,-3696018.64913553,2018,Small Forward,Indiana Pacers
1312611,5324572.810394049,-4011961.8103940487,2018,Forward,Memphis Grizzlies
1312611,5135006.913638949,-3822395.9136389494,2018,Power Forward,Houston Rockets
1312611,5261384.178142339,-3948773.178142339,2018,Guard,Memphis Grizzlies
1312611,5261384.178142339,-3948773.178142339,2018,Guard,Golden State Warriors
1312611,5071818.28138724,-3759207.2813872397,2018,Shooting Guard,Golden State Warriors
1312611,5261384.178142339,-3948773.178142339,2018,Guard,Brooklyn Nets
1312611,5261384.178142339,-3948773.178142339,2018,Guard,Detroit Pistons
1312611,5008629.64913553,-3696018.64913553,2018,Small Forward,Dallas Mavericks
1312611,5387761.442645758,-4075150.4426457584,2018,Center,Cleveland Cavaliers
1312611,5261384.178142339,-3948773.178142339,2018,Guard,Cleveland Cavaliers
1312611,5387761.442645758,-4075150.4426457584,2018,Center,Chicago Bulls
1312611,5324572.810394049,-4011961.8103940487,2018,Forward,Chicago Bulls
1312611,5261384.178142339,-3948773.178142339,2018,Guard,Memphis Grizzlies
1312611,5324572.810394049,-4011961.8103940487,2018,Forward,Minnesota Timberwolves
1312611,5135006.913638949,-3822395.9136389494,2018,Power Forward,Sacramento Kings
1312611,5008629.64913553,-3696018.64913553,2018,Small Forward,Atlanta Hawks
1312611,5387761.442645758,-4075150.4426457584,2018,Center,Golden State Warriors
1300000,5008629.64913553,-3708629.64913553,2018,Small Forward,Milwaukee Bucks
1291892,5135006.913638949,-3843114.9136389494,2018,Power Forward,Boston Celtics
1188840,5008629.64913553,-3819789.64913553,2018,Small Forward,San Antonio Spurs
1184385,5198195.545890659,-4013810.545890659,2018,Point Guard,Sacramento Kings
1167333,5008629.64913553,-3841296.64913553,2018,Small Forward,Boston Celtics
1050961,5071818.28138724,-4020857.2813872397,2018,Shooting Guard,Memphis Grizzlies
1050961,5261384.178142339,-4210423.178142339,2018,Guard,New York Knicks
1050961,5071818.28138724,-4020857.2813872397,2018,Shooting Guard,Houston Rockets
1015696,5324572.810394049,-4308876.810394049,2018,Forward,Houston Rockets
1015696,5198195.545890659,-4182499.545890659,2018,Point Guard,Houston Rockets
997547,5261384.178142339,-4263837.178142339,2018,Guard,Phoenix Suns
980431,5387761.442645758,-4407330.442645758,2018,Center,Memphis Grizzlies
980431,5387761.442645758,-4407330.442645758,2018,Center,Utah Jazz
980431,5008629.64913553,-4028198.64913553,2018,Small Forward,Oklahoma City Thunder
980431,5198195.545890659,-4217764.545890659,2018,Point Guard,Sacramento Kings
980431,5387761.442645758,-4407330.442645758,2018,Center,Portland Trail Blazers
980431,5324572.810394049,-4344141.810394049,2018,Forward,Philadelphia 76ers
980431,5135006.913638949,-4154575.9136389494,2018,Power Forward,Philadelphia 76ers
980431,5135006.913638949,-4154575.9136389494,2018,Power Forward,Orlando Magic
980431,5135006.913638949,-4154575.9136389494,2018,Power Forward,New York Knicks
980431,5071818.28138724,-4091387.2813872397,2018,Shooting Guard,Brooklyn Nets
980431,5008629.64913553,-4028198.64913553,2018,Small Forward,Minnesota Timberwolves
980431,5198195.545890659,-4217764.545890659,2018,Point Guard,Minnesota Timberwolves
980431,5008629.64913553,-4028198.64913553,2018,Small Forward,Minnesota Timberwolves
980431,5071818.28138724,-4091387.2813872397,2018,Shooting Guard,Milwaukee Bucks
980431,5071818.28138724,-4091387.2813872397,2018,Shooting Guard,Milwaukee Bucks
980431,5008629.64913553,-4028198.64913553,2018,Small Forward,Milwaukee Bucks
980431,5008629.64913553,-4028198.64913553,2018,Small Forward,LA Clippers
980431,5135006.913638949,-4154575.9136389494,2018,Power Forward,Indiana Pacers
980431,5135006.913638949,-4154575.9136389494,2018,Power Forward,Houston Rockets
980431,5198195.545890659,-4217764.545890659,2018,Point Guard,Houston Rockets
980431,5198195.545890659,-4217764.545890659,2018,Point Guard,Golden State Warriors
980431,5261384.178142339,-4280953.178142339,2018,Guard,Golden State Warriors
980431,5071818.28138724,-4091387.2813872397,2018,Shooting Guard,Golden State Warriors
980431,5387761.442645758,-4407330.442645758,2018,Center,Golden State Warriors
980431,5135006.913638949,-4154575.9136389494,2018,Power Forward,Detroit Pistons
980431,5261384.178142339,-4280953.178142339,2018,Guard,Denver Nuggets
980431,5008629.64913553,-4028198.64913553,2018,Small Forward,Denver Nuggets
980431,5135006.913638949,-4154575.9136389494,2018,Power Forward,Charlotte Hornets
980431,5387761.442645758,-4407330.442645758,2018,Center,New Orleans Pelicans
980431,5198195.545890659,-4217764.545890659,2018,Point Guard,Atlanta Hawks
950000,5008629.64913553,-4058629.64913553,2018,Small Forward,Memphis Grizzlies
950000,5135006.913638949,-4185006.9136389494,2018,Power Forward,Memphis Grizzlies
895197,5008629.64913553,-4113432.64913553,2018,Small Forward,New Orleans Pelicans
874636,5261384.178142339,-4386748.178142339,2018,Guard,Memphis Grizzlies
874636,5071818.28138724,-4197182.28138724,2018,Shooting Guard,Memphis Grizzlies
874636,5198195.545890659,-4323559.545890659,2018,Point Guard,Washington Wizards
874636,5261384.178142339,-4386748.178142339,2018,Guard,San Antonio Spurs
874636,5135006.913638949,-4260370.913638949,2018,Power Forward,Sacramento Kings
874636,5135006.913638949,-4260370.913638949,2018,Power Forward,Portland Trail Blazers
874636,5008629.64913553,-4133993.64913553,2018,Small Forward,Orlando Magic
874636,5071818.28138724,-4197182.28138724,2018,Shooting Guard,Orlando Magic
874636,5008629.64913553,-4133993.64913553,2018,Small Forward,Milwaukee Bucks
874636,5135006.913638949,-4260370.913638949,2018,Power Forward,Miami Heat
874636,5135006.913638949,-4260370.913638949,2018,Power Forward,Detroit Pistons
874636,5071818.28138724,-4197182.28138724,2018,Shooting Guard,Detroit Pistons
874636,5135006.913638949,-4260370.913638949,2018,Power Forward,New Orleans Pelicans
872854,5071818.28138724,-4198964.28138724,2018,Shooting Guard,Houston Rockets
815615,5008629.64913553,-4193014.64913553,2018,Small Forward,Charlotte Hornets
815615,5198195.545890659,-4382580.545890659,2018,Point Guard,Charlotte Hornets
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Charlotte Hornets
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Memphis Grizzlies
815615,5387761.442645758,-4572146.442645758,2018,Center,Oklahoma City Thunder
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Memphis Grizzlies
815615,5324572.810394049,-4508957.810394049,2018,Forward,Maccabi Haifa Maccabi Haifa
815615,5387761.442645758,-4572146.442645758,2018,Center,Los Angeles Lakers
815615,5324572.810394049,-4508957.810394049,2018,Forward,Utah Jazz
815615,5008629.64913553,-4193014.64913553,2018,Small Forward,Utah Jazz
815615,5135006.913638949,-4319391.913638949,2018,Power Forward,Oklahoma City Thunder
815615,5261384.178142339,-4445769.178142339,2018,Guard,Oklahoma City Thunder
815615,5261384.178142339,-4445769.178142339,2018,Guard,San Antonio Spurs
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Sacramento Kings
815615,5324572.810394049,-4508957.810394049,2018,Forward,Portland Trail Blazers
815615,5261384.178142339,-4445769.178142339,2018,Guard,Portland Trail Blazers
815615,5261384.178142339,-4445769.178142339,2018,Guard,LA Clippers
815615,5008629.64913553,-4193014.64913553,2018,Small Forward,Phoenix Suns
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Philadelphia 76ers
815615,5261384.178142339,-4445769.178142339,2018,Guard,Orlando Magic
815615,5198195.545890659,-4382580.545890659,2018,Point Guard,Minnesota Timberwolves
815615,5198195.545890659,-4382580.545890659,2018,Point Guard,Milwaukee Bucks
815615,5261384.178142339,-4445769.178142339,2018,Guard,Phoenix Suns
815615,5008629.64913553,-4193014.64913553,2018,Small Forward,Los Angeles Lakers
815615,5008629.64913553,-4193014.64913553,2018,Small Forward,LA Clippers
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Utah Jazz
815615,5387761.442645758,-4572146.442645758,2018,Center,Houston Rockets
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Golden State Warriors
815615,5135006.913638949,-4319391.913638949,2018,Power Forward,Dallas Mavericks
815615,5135006.913638949,-4319391.913638949,2018,Power Forward,Dallas Mavericks
815615,5135006.913638949,-4319391.913638949,2018,Power Forward,Chicago Bulls
815615,5198195.545890659,-4382580.545890659,2018,Point Guard,New Orleans Pelicans
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,LA Clippers
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Boston Celtics
815615,5387761.442645758,-4572146.442645758,2018,Center,Boston Celtics
815615,5071818.28138724,-4256203.28138724,2018,Shooting Guard,Atlanta Hawks
679919,5324572.810394049,-4644653.810394049,2018,Forward,Atlanta Hawks
592030,5387761.442645758,-4795731.442645758,2018,Center,New Orleans Pelicans
588120,5261384.178142339,-4673264.178142339,2018,Guard,Milwaukee Bucks
543471,5261384.178142339,-4717913.178142339,2018,Guard,Charlotte Hornets
543471,5261384.178142339,-4717913.178142339,2018,Guard,Charlotte Hornets
543471,5387761.442645758,-4844290.442645758,2018,Center,Toronto Raptors
543471,5071818.28138724,-4528347.28138724,2018,Shooting Guard,Toronto Raptors
543471,5008629.64913553,-4465158.64913553,2018,Small Forward,Toronto Raptors
543471,5071818.28138724,-4528347.28138724,2018,Shooting Guard,Toronto Raptors
543471,5261384.178142339,-4717913.178142339,2018,Guard,Utah Jazz
543471,5387761.442645758,-4844290.442645758,2018,Center,Oklahoma City Thunder
543471,5324572.810394049,-4781101.810394049,2018,Forward,Oklahoma City Thunder
543471,5261384.178142339,-4717913.178142339,2018,Guard,San Antonio Spurs
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,San Antonio Spurs
543471,5387761.442645758,-4844290.442645758,2018,Center,Phoenix Suns
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,Phoenix Suns
543471,5198195.545890659,-4654724.545890659,2018,Point Guard,Philadelphia 76ers
543471,5008629.64913553,-4465158.64913553,2018,Small Forward,New York Knicks
543471,5071818.28138724,-4528347.28138724,2018,Shooting Guard,New York Knicks
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,Brooklyn Nets
543471,5071818.28138724,-4528347.28138724,2018,Shooting Guard,Brooklyn Nets
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,Miami Heat
543471,5198195.545890659,-4654724.545890659,2018,Point Guard,Los Angeles Lakers
543471,5324572.810394049,-4781101.810394049,2018,Forward,Los Angeles Lakers
543471,5261384.178142339,-4717913.178142339,2018,Guard,Golden State Warriors
543471,5008629.64913553,-4465158.64913553,2018,Small Forward,Golden State Warriors
543471,5071818.28138724,-4528347.28138724,2018,Shooting Guard,Golden State Warriors
543471,5071818.28138724,-4528347.28138724,2018,Shooting Guard,Golden State Warriors
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,Detroit Pistons
543471,5198195.545890659,-4654724.545890659,2018,Point Guard,Detroit Pistons
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,Dallas Mavericks
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,Dallas Mavericks
543471,5261384.178142339,-4717913.178142339,2018,Guard,Dallas Mavericks
543471,5198195.545890659,-4654724.545890659,2018,Point Guard,Chicago Bulls
543471,5071818.28138724,-4528347.28138724,2018,Shooting Guard,Chicago Bulls
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,Chicago Bulls
543471,5071818.28138724,-4528347.28138724,2018,Shooting Guard,New Orleans Pelicans
543471,5135006.913638949,-4591535.913638949,2018,Power Forward,Boston Celtics
490461,5324572.810394049,-4834111.810394049,2018,Forward,Memphis Grizzlies
473835,5261384.178142339,-4787549.178142339,2018,Guard,Utah Jazz
379159,5198195.545890659,-4819036.545890659,2018,Point Guard,Memphis Grizzlies
375000,5261384.178142339,-4886384.178142339,2018,Guard,LA Clippers
290951,5198195.545890659,-4907244.545890659,2018,Point Guard,Minnesota Timberwolves
246956,5071818.28138724,-4824862.28138724,2018,Shooting Guard,Atlanta Hawks
229892,5261384.178142339,-5031492.178142339,2018,Guard,Portland Trail Blazers
207722,5135006.913638949,-4927284.913638949,2018,Power Forward,Cleveland Cavaliers
185397,5387761.442645758,-5202364.442645758,2018,Center,Sacramento Kings
175000,5198195.545890659,-5023195.545890659,2018,Point Guard,Phoenix Suns
148318,5324572.810394049,-5176254.810394049,2018,Forward,Los Angeles Lakers
121112,5198195.545890659,-5077083.545890659,2018,Point Guard,Charlotte Hornets
115344,5198195.545890659,-5082851.545890659,2018,Point Guard,Dallas Mavericks
96406,5261384.178142339,-5164978.178142339,2018,Guard,Houston Rockets
91442,5261384.178142339,-5169942.178142339,2018,Guard,Dallas Mavericks
74186,5261384.178142339,-5187198.178142339,2018,Guard,Memphis Grizzlies
67135,5387761.442645758,-5320626.442645758,2018,Center,Charlotte Hornets
60283,5261384.178142339,-5201101.178142339,2018,Guard,Memphis Grizzlies
58190,5261384.178142339,-5203194.178142339,2018,Guard,New Orleans Pelicans
57672,5135006.913638949,-5077334.913638949,2018,Power Forward,Philadelphia 76ers
57672,5008629.64913553,-4950957.64913553,2018,Small Forward,Denver Nuggets
55296,5324572.810394049,-5269276.810394049,2018,Forward,Toronto Raptors
44495,5261384.178142339,-5216889.178142339,2018,Guard,Utah Jazz
44495,5261384.178142339,-5216889.178142339,2018,Guard,Boston Celtics
31969,5198195.545890659,-5166226.545890659,2018,Point Guard,Dallas Mavericks
13824,5261384.178142339,-5247560.178142339,2018,Guard,Los Angeles Lakers
4608,5135006.913638949,-5130398.913638949,2018,Power Forward,Orlando Magic
4608,5324572.810394049,-5319964.810394049,2018,Forward,Houston Rockets
37457154,5304093.595131934,32153060.404868066,2019,Point Guard,Golden State Warriors
35654150,5304093.595131934,30350056.404868066,2019,Point Guard,Houston Rockets
35654150,5114527.698376834,30539622.301623166,2019,Small Forward,Los Angeles Lakers
35654150,5304093.595131934,30350056.404868066,2019,Point Guard,Oklahoma City Thunder
32088932,5240904.962880224,26848027.037119776,2019,Power Forward,Detroit Pistons
31214295,5114527.698376834,26099767.301623166,2019,Small Forward,Boston Celtics
31200000,5304093.595131934,25895906.404868066,2019,Point Guard,Toronto Raptors
30560700,5177716.330628544,25382983.669371456,2019,Shooting Guard,Oklahoma City Thunder
30521115,5304093.595131934,25217021.404868066,2019,Point Guard,Memphis Grizzlies
30421854,5177716.330628544,25244137.669371456,2019,Shooting Guard,Houston Rockets
30000000,5114527.698376834,24885472.301623166,2019,Small Forward,Golden State Warriors
29230769,5240904.962880224,23989864.037119776,2019,Power Forward,Denver Nuggets
28928709,5240904.962880224,23687804.037119776,2019,Power Forward,Boston Celtics
27977689,5304093.595131934,22673595.404868066,2019,Point Guard,Portland Trail Blazers
27739975,5114527.698376834,22625447.301623166,2019,Small Forward,San Antonio Spurs
26011913,5114527.698376834,20897385.301623166,2019,Small Forward,Washington Wizards
25976111,5177716.330628544,20798394.669371456,2019,Shooting Guard,New Orleans Pelicans
25759766,5177716.330628544,20582049.669371456,2019,Shooting Guard,Portland Trail Blazers
25467250,5493659.491887063,19973590.508112937,2019,Center,Philadelphia 76ers
25467250,5114527.698376834,20352722.301623166,2019,Small Forward,Minnesota Timberwolves
25434263,5177716.330628544,20256546.669371456,2019,Shooting Guard,Washington Wizards
25434263,5240904.962880224,20193358.037119776,2019,Power Forward,New Orleans Pelicans
25434263,5493659.491887063,19940603.508112937,2019,Center,Detroit Pistons
25434262,5493659.491887063,19940602.508112937,2019,Center,Miami Heat
24605181,5493659.491887063,19111521.508112937,2019,Center,Denver Nuggets
24157303,5493659.491887063,18663643.508112937,2019,Center,Oklahoma City Thunder
24157303,5240904.962880224,18916398.037119776,2019,Power Forward,Milwaukee Bucks
24119025,5493659.491887063,18625365.508112937,2019,Center,Memphis Grizzlies
24119025,5240904.962880224,18878120.037119776,2019,Power Forward,Cleveland Cavaliers
24107258,5114527.698376834,18992730.301623166,2019,Small Forward,Sacramento Kings
24107258,5114527.698376834,18992730.301623166,2019,Small Forward,Memphis Grizzlies
24000000,5177716.330628544,18822283.669371456,2019,Shooting Guard,Charlotte Hornets
23241573,5493659.491887063,17747913.508112937,2019,Center,Utah Jazz
23114067,5114527.698376834,17999539.301623166,2019,Small Forward,Toronto Raptors
22897200,5493659.491887063,17403540.508112937,2019,Center,New York Knicks
22347015,5240904.962880224,17106110.037119776,2019,Power Forward,San Antonio Spurs
21666667,5493659.491887063,16173007.508112937,2019,Center,Toronto Raptors
21590909,5240904.962880224,16350004.037119776,2019,Power Forward,Orlando Magic
21587579,5240904.962880224,16346674.037119776,2019,Power Forward,LA Clippers
21000000,5177716.330628544,15822283.669371456,2019,Shooting Guard,Indiana Pacers
20445779,5114527.698376834,15331251.301623166,2019,Small Forward,Philadelphia 76ers
20421546,5240904.962880224,15180641.037119776,2019,Power Forward,Phoenix Suns
20099189,5304093.595131934,14795095.404868066,2019,Point Guard,Boston Celtics
20000000,5240904.962880224,14759095.037119776,2019,Power Forward,Washington Wizards
19500000,5304093.595131934,14195906.404868066,2019,Point Guard,Chicago Bulls
19356932,5177716.330628544,14179215.669371456,2019,Shooting Guard,Phoenix Suns
19200127,5177716.330628544,14022410.669371456,2019,Shooting Guard,New York Knicks
19169800,5304093.595131934,13865706.404868066,2019,Point Guard,Washington Wizards
19000000,5304093.595131934,13695906.404868066,2019,Point Guard,Milwaukee Bucks
19000000,5304093.595131934,13695906.404868066,2019,Point Guard,Minnesota Timberwolves
18988725,5177716.330628544,13811008.669371456,2019,Shooting Guard,Golden State Warriors
18500000,5367282.227383643,13132717.772616357,2019,Guard,Brooklyn Nets
18109175,5304093.595131934,12805081.404868066,2019,Point Guard,Miami Heat
18089887,5177716.330628544,12912170.669371456,2019,Shooting Guard,Atlanta Hawks
17868853,5177716.330628544,12691136.669371456,2019,Shooting Guard,Portland Trail Blazers
17469565,5240904.962880224,12228660.037119776,2019,Power Forward,Golden State Warriors
17469565,5493659.491887063,11975905.508112937,2019,Center,Cleveland Cavaliers
17150000,5177716.330628544,11972283.669371456,2019,Shooting Guard,Orlando Magic
17043478,5304093.595131934,11739384.404868066,2019,Point Guard,Detroit Pistons
17000000,5493659.491887063,11506340.508112937,2019,Center,Charlotte Hornets
16900000,5493659.491887063,11406340.508112937,2019,Center,Utah Jazz
16539326,5493659.491887063,11045666.508112937,2019,Center,Memphis Grizzlies
16517857,5177716.330628544,11340140.669371456,2019,Shooting Guard,Denver Nuggets
16000000,5493659.491887063,10506340.508112937,2019,Center,Orlando Magic
16000000,5177716.330628544,10822283.669371456,2019,Shooting Guard,Golden State Warriors
15944154,5493659.491887063,10450494.508112937,2019,Center,Washington Wizards
15500000,5304093.595131934,10195906.404868066,2019,Point Guard,Oklahoma City Thunder
15400000,5114527.698376834,10285472.301623166,2019,Small Forward,Brooklyn Nets
15170787,5493659.491887063,9677127.508112937,2019,Center,Minnesota Timberwolves
15000000,5114527.698376834,9885472.301623166,2019,Small Forward,Washington Wizards
15000000,5304093.595131934,9695906.404868066,2019,Point Guard,Milwaukee Bucks
14975000,5304093.595131934,9670906.404868066,2019,Point Guard,Utah Jazz
14800000,5114527.698376834,9685472.301623166,2019,Small Forward,Philadelphia 76ers
14720000,5177716.330628544,9542283.669371456,2019,Shooting Guard,Cleveland Cavaliers
14651700,5240904.962880224,9410795.037119776,2019,Power Forward,Miami Heat
14651700,5430470.859635353,9221229.140364647,2019,Forward,Miami Heat
14631250,5304093.595131934,9327156.404868066,2019,Point Guard,Houston Rockets
14357750,5493659.491887063,8864090.508112937,2019,Center,Chicago Bulls
14087500,5240904.962880224,8846595.037119776,2019,Power Forward,Charlotte Hornets
14000000,5493659.491887063,8506340.508112937,2019,Center,Minnesota Timberwolves
13964045,5240904.962880224,8723140.037119776,2019,Power Forward,Indiana Pacers
13793104,5493659.491887063,8299444.508112937,2019,Center,Houston Rockets
13565218,5493659.491887063,8071558.508112937,2019,Center,LA Clippers
13528090,5493659.491887063,8034430.508112937,2019,Center,Charlotte Hornets
13500375,5177716.330628544,8322658.669371456,2019,Shooting Guard,Houston Rockets
13045455,5177716.330628544,7867738.669371456,2019,Shooting Guard,Utah Jazz
13000000,5114527.698376834,7885472.301623166,2019,Small Forward,Milwaukee Bucks
13000000,5114527.698376834,7885472.301623166,2019,Small Forward,Charlotte Hornets
12917808,5240904.962880224,7676903.037119776,2019,Power Forward,Denver Nuggets
12800562,5114527.698376834,7686034.301623166,2019,Small Forward,Philadelphia 76ers
12750000,5493659.491887063,7256340.508112937,2019,Center,Orlando Magic
12537527,5240904.962880224,7296622.037119776,2019,Power Forward,Miami Heat
12500000,5493659.491887063,7006340.508112937,2019,Center,Atlanta Hawks
12500000,5304093.595131934,7195906.404868066,2019,Point Guard,Cleveland Cavaliers
12500000,5430470.859635353,7069529.140364647,2019,Forward,Milwaukee Bucks
12400000,5367282.227383643,7032717.772616357,2019,Guard,Indiana Pacers
12253780,5177716.330628544,7076063.669371456,2019,Shooting Guard,New York Knicks
12252928,5114527.698376834,7138400.301623166,2019,Small Forward,New Orleans Pelicans
12250000,5177716.330628544,7072283.669371456,2019,Shooting Guard,Philadelphia 76ers
12000000,5177716.330628544,6822283.669371456,2019,Shooting Guard,Los Angeles Lakers
12000000,5304093.595131934,6695906.404868066,2019,Point Guard,Memphis Grizzlies
12000000,5304093.595131934,6695906.404868066,2019,Point Guard,Charlotte Hornets
11830358,5114527.698376834,6715830.301623166,2019,Small Forward,Denver Nuggets
11750000,5114527.698376834,6635472.301623166,2019,Small Forward,Phoenix Suns
11692308,5430470.859635353,6261837.140364647,2019,Forward,Dallas Mavericks
11660716,5304093.595131934,6356622.404868066,2019,Point Guard,Boston Celtics
11571429,5304093.595131934,6267335.404868066,2019,Point Guard,San Antonio Spurs
11550000,5177716.330628544,6372283.669371456,2019,Shooting Guard,Miami Heat
11536515,5177716.330628544,6358798.669371456,2019,Shooting Guard,Utah Jazz
11327466,5240904.962880224,6086561.037119776,2019,Power Forward,Milwaukee Bucks
11286516,5493659.491887063,5792856.508112937,2019,Center,Chicago Bulls
11111111,5493659.491887063,5617451.508112937,2019,Center,Portland Trail Blazers
11011234,5177716.330628544,5833517.669371456,2019,Shooting Guard,Sacramento Kings
10837079,5114527.698376834,5722551.301623166,2019,Small Forward,Portland Trail Blazers
10807143,5114527.698376834,5692615.301623166,2019,Small Forward,Milwaukee Bucks
10595506,5493659.491887063,5101846.508112937,2019,Center,Portland Trail Blazers
10500000,5114527.698376834,5385472.301623166,2019,Small Forward,Indiana Pacers
10500000,5177716.330628544,5322283.669371456,2019,Shooting Guard,Orlando Magic
10464092,5240904.962880224,5223187.037119776,2019,Power Forward,Philadelphia 76ers
10087200,5114527.698376834,4972672.301623166,2019,Small Forward,San Antonio Spurs
10002681,5430470.859635353,4572210.140364647,2019,Forward,Detroit Pistons
10000000,5177716.330628544,4822283.669371456,2019,Shooting Guard,Oklahoma City Thunder
10000000,5177716.330628544,4822283.669371456,2019,Shooting Guard,Toronto Raptors
10000000,5367282.227383643,4632717.772616357,2019,Guard,Indiana Pacers
9631250,5493659.491887063,4137590.508112937,2019,Center,Dallas Mavericks
9607500,5304093.595131934,4303406.404868066,2019,Point Guard,Milwaukee Bucks
9600000,5304093.595131934,4295906.404868066,2019,Point Guard,Utah Jazz
9530000,5114527.698376834,4415472.301623166,2019,Small Forward,Brooklyn Nets
9367200,5177716.330628544,4189483.669371456,2019,Shooting Guard,Toronto Raptors
9367200,5177716.330628544,4189483.669371456,2019,Shooting Guard,Miami Heat
9000000,5177716.330628544,3822283.669371456,2019,Shooting Guard,Sacramento Kings
9000000,5304093.595131934,3695906.4048680663,2019,Point Guard,Los Angeles Lakers
8808685,5177716.330628544,3630968.669371456,2019,Shooting Guard,New Orleans Pelicans
8740980,5240904.962880224,3500075.037119776,2019,Power Forward,Chicago Bulls
8739500,5493659.491887063,3245840.508112937,2019,Center,Sacramento Kings
8653847,5177716.330628544,3476130.669371456,2019,Shooting Guard,Toronto Raptors
8653847,5240904.962880224,3412942.037119776,2019,Power Forward,Oklahoma City Thunder
8641000,5114527.698376834,3526472.3016231656,2019,Small Forward,Memphis Grizzlies
8641000,5240904.962880224,3400095.037119776,2019,Power Forward,New Orleans Pelicans
8575916,5367282.227383643,3208633.7726163566,2019,Guard,Minnesota Timberwolves
8339880,5304093.595131934,3035786.4048680663,2019,Point Guard,Philadelphia 76ers
8333333,5177716.330628544,3155616.669371456,2019,Shooting Guard,Memphis Grizzlies
8333333,5114527.698376834,3218805.3016231656,2019,Small Forward,Brooklyn Nets
8307692,5367282.227383643,2940409.7726163566,2019,Guard,Golden State Warriors
8165160,5493659.491887063,2671500.508112937,2019,Center,Phoenix Suns
8000000,5177716.330628544,2822283.669371456,2019,Shooting Guard,Memphis Grizzlies
8000000,5177716.330628544,2822283.669371456,2019,Shooting Guard,LA Clippers
7969537,5240904.962880224,2728632.037119776,2019,Power Forward,Houston Rockets
7945000,5304093.595131934,2640906.4048680663,2019,Point Guard,Indiana Pacers
7839435,5493659.491887063,2345775.508112937,2019,Center,Minnesota Timberwolves
7666667,5240904.962880224,2425762.037119776,2019,Power Forward,Memphis Grizzlies
7560000,5177716.330628544,2382283.669371456,2019,Shooting Guard,Utah Jazz
7488372,5177716.330628544,2310655.669371456,2019,Shooting Guard,Charlotte Hornets
7464912,5430470.859635353,2034441.140364647,2019,Forward,Phoenix Suns
7461960,5304093.595131934,2157866.4048680663,2019,Point Guard,Los Angeles Lakers
7333333,5114527.698376834,2218805.3016231656,2019,Small Forward,Indiana Pacers
7305825,5114527.698376834,2191297.3016231656,2019,Small Forward,Utah Jazz
7305600,5240904.962880224,2064695.037119776,2019,Power Forward,Sacramento Kings
7250000,5304093.595131934,1945906.4048680663,2019,Point Guard,Orlando Magic
7200000,5493659.491887063,1706340.5081129372,2019,Center,Atlanta Hawks
7119650,5430470.859635353,1689179.140364647,2019,Forward,New York Knicks
7019698,5177716.330628544,1841981.669371456,2019,Shooting Guard,Brooklyn Nets
7000000,5114527.698376834,1885472.3016231656,2019,Small Forward,San Antonio Spurs
7000000,5240904.962880224,1759095.037119776,2019,Power Forward,Milwaukee Bucks
7000000,5177716.330628544,1822283.669371456,2019,Shooting Guard,Detroit Pistons
7000000,5493659.491887063,1506340.5081129372,2019,Center,Philadelphia 76ers
6957105,5240904.962880224,1716200.037119776,2019,Power Forward,Portland Trail Blazers
6700800,5240904.962880224,1459895.037119776,2019,Power Forward,Boston Celtics
6560640,5177716.330628544,1382923.669371456,2019,Shooting Guard,Dallas Mavericks
6500000,5240904.962880224,1259095.037119776,2019,Power Forward,Sacramento Kings
6500000,5114527.698376834,1385472.3016231656,2019,Small Forward,New York Knicks
